Image Name,Overlay Intensity,Image Overlay Transparency Level,Overlay Color Scheme,Icon Size,Icon Consistency,Icon Relevance to Content,Text Font Style,Text Font Size,Text Hierarchy Consistency,Color Scheme,Contrast Ratio,Color Consistency,Relevance of Content,Content Organization,Amount of Content,Text Contrast,Font Legibility,Readability Level,Ease of use,Satisfaction,helpfulness,Visual appeal,Usability Score,Accessibility Score
Education Apps (40).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
Education Apps (41).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (42).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (43).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (44).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (45).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (46).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Education Apps (47).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,88.9,75
Education Apps (48).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
Education Apps (49).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Education Apps (5).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Education Apps (50).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (51).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (52).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (53).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (54).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.55,75
Education Apps (55).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (56).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (57).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (58).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (59).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,92.1,93
Education Apps (6).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (60).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,90,75
Education Apps (61).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (62).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Education Apps (63).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Education Apps (64).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (65).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Education Apps (66).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (67).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (68).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (69).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (7).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (70).png,Moderate,Semi-Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,85.2,75
Education Apps (71).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (72).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (73).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (74).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (75).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.6,93
Education Apps (76).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,88.9,75
Education Apps (77).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
Education Apps (78).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (79).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (8).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Education Apps (80).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Education Apps (81).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (82).png,High,Opaque,Excellent,Small,Consistent,Relevant,Good,Small,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,very satisfied,very helpful,excellent,82.75,93
Education Apps (83).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (84).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (85).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Education Apps (86).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (87).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,91.05,75
Education Apps (88).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,94.5,93
Education Apps (89).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (9).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.7,75
Education Apps (90).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Education Apps (91).png,Low,None,Excellent,None,None,None,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,76.05,75
Education Apps (92).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Education Apps (93).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (94).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (95).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Education Apps (96).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Education Apps (97).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Education Apps (98).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.8,75
Education Apps (99).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps.png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,88.65,93
Food and Cooking Apps (1).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Food and Cooking Apps (10).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps (100).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Food and Cooking Apps (101).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps (102).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps (103).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Food and Cooking Apps (104).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps (105).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps (106).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,84.9,75
Food and Cooking Apps (107).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.25,75
Food and Cooking Apps (108).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.05,75
Food and Cooking Apps (109).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Food and Cooking Apps (11).png,Low,Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.35,75
Food and Cooking Apps (12).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps (13).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Food and Cooking Apps (14).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,84.85,75
Food and Cooking Apps (15).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,84.9,75
Food and Cooking Apps (16).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,satisfied,helpful,good,88.65,79.5
